index,TCP_Number,Year,cleaned_year
25427,A00244,1613,1613
25428,A00250,1638,1638
25429,A00253,1583,1583
25430,A00266,1615,1615
25431,A00269,1623,1623
25432,A00272,1636,1636
25433,A00273,1554,1554
25434,A00274,1566,1566
25435,A00276,1581,1581
25436,A00278,1570,1570
25437,A00279,1566,1566
25438,A00280,1572,1572
25439,A00282,1583,1583
25440,A00284,1566,1566
25441,A00286,1624,1624
25442,A00288,1621,1621
25443,A00290,1589,1589
25444,A00291,1639,1639
25445,A00292,1612,1612
25446,A00294,1617,1617
25447,A00296,1626,1626
25448,A00297,1626,1626
25449,A00298,1635,1635
25450,A00299,1532,1532
25451,A00307,1605,1605
25452,A00308,1556,1556
25453,A00309,1598,1598
25454,A00336,1550,1550
25455,A00337,1613,1613
25456,A00349,1560,1560
25457,A00382,1568,1568
25458,A00394,1567,1567
25459,A00399,1627,1627
25460,A00404,1630,1630
25461,A00406,1616,1616
25462,A00407,1609,1609
25463,A00409,1614,1614
25464,A00410,1594,1594
25465,A00415,1603,1603
25466,A00416,1602,1602
25467,A00425,1633,1633
25468,A00428,1632,1632
25469,A00433,1519,1519
25470,A00434,1560,1560
25471,A00453,1634,1634
25472,A00456,1575,1575
25473,A00463,1623,1623
25474,A00464,1595,1595
25475,A00466,1625,1625
25476,A00467,1623,1623
25477,A00471,1535,1535
25478,A00473,1582,1582
25479,A00474,1525,1525
25480,A00479,1555,1555
25481,A00481,1565,1565
25482,A00482,1583,1583
25483,A00498,1567,1567
25484,A00502,1629,1629
25485,A00503,1635,1635
25486,A00504,1596,1596
25487,A00509,1617,1617
25488,A00515,1604,1604
25489,A00520,1606,1606
25490,A00529,1637,1637
25491,A00530,1606,1606
25492,A00533,1579,1579
25493,A00536,1633,1633
25494,A00537,1632,1632
25495,A00544,1622,1622
25496,A00545,1606,1606
25497,A00546,1599,1599
25498,A00547,1530,1530
25499,A00548,1632,1632
25500,A00551,1616,1616
25501,A00553,1590,1590
25502,A00554,1608,1608
25503,A00555,1621,1621
25504,A00574,1616,1616
25505,A00579,1618,1618
25506,A00581,1626,1626
25507,A00583,1630,1630
25508,A00593,1636,1636
25509,A00600,1626,1626
25510,A00605,1632,1632
25511,A00607,1636,1636
25512,A00608,1629,1629
25513,A00609,1555,1555
25514,A00610,1555,1555
25515,A00614,1578,1578
25516,A00643,1640,1640
25517,A00658,1574,1574
25518,A00665,1633,1633
25519,A00667,1603,1603
25520,A00668,1604,1604
25521,A00669,1616,1616
25522,A00670,1617,1617
25523,A00674,1620,1620
25524,A00675,1620,1620
25525,A00679,1637,1637
25526,A00681,1620,1620
25527,A00682,1620,1620
25528,A00683,1626,1626
25529,A00684,1615,1615
25530,A00688,1617,1617
25531,A00692,1608,1608
25532,A00693,1609,1609
25533,A00697,1571,1571
25534,A00721,1572,1572
25535,A00731,1622,1622
25536,A00733,1628,1628
25537,A00738,1629,1629
25538,A00741,1627,1627
25539,A00747,1640,1640
25540,A00756,1626,1626
25541,A00757,1529,1529
25542,A00759,1630,1630
25543,A00765,1640,1640
25544,A00804,1595,1595
25545,A00810,1605,1605
25546,A00814,1634,1634
25547,A00822,1622,1622
25548,A00866,1538,1538
25549,A00887,1614,1614
25550,A00901,1634,1634
25551,A00909,1606,1606
25552,A00912,1610,1610
25553,A00914,1621,1621
25554,A00919,1608,1608
25555,A00921,1566,1566
25556,A00922,1604,1604
25557,A00944,1634,1634
25558,A00951,1625,1625
25559,A00985,1614,1614
25560,A00989,1635,1635
25561,A01005,1638,1638
25562,A01006,1612,1612
25563,A01007,1631,1631
25564,A01008,1624,1624
25565,A01009,1613,1613
25566,A01010,1639,1639
25567,A01012,1623,1623
25568,A01019,1628,1628
25569,A01022,1623,1623
25570,A01069,1616,1616
25571,A01072,1581,1581
25572,A01074,1611,1611
25573,A01078,1619,1619
25574,A01088,1613,1613
25575,A01103,1618,1618
25576,A01107,1548,1548
25577,A01115,1589,1589
25578,A01128,1629,1629
25579,A01147,1592,1592
25580,A01150,1621,1621
25581,A01151,1590,1590
25582,A01152,1575,1575
25583,A01154,1590,1590
25584,A01155,1569,1569
25585,A01157,1592,1592
25586,A01159,1624,1624
25587,A01160,1598,1598
25588,A01164,1621,1621
25589,A01165,1597,1597
25590,A01167,1618,1618
25591,A01169,1591,1591
25592,A01170,1619,1619
25593,A01171,1592,1592
25594,A01175,1589,1589
25595,A01177,1591,1591
25596,A01178,1589,1589
25597,A01181,1623,1623
25598,A01184,1631,1631
25599,A01189,1621,1621
25600,A01190,1617,1617
25601,A01192,1623,1623
25602,A01197,1575,1575
25603,A01198,1562,1562
25604,A01202,1613,1613
25605,A01203,1632,1632
25606,A01209,1630,1630
25607,A01213,1620,1620
25608,A01235,1639,1639
25609,A01236,1577,1577
25610,A01238,1620,1620
25611,A01240,1621,1621
25612,A01242,1613,1613
25613,A01243,1613,1613
25614,A01245,1517,1517
25615,A01248,1637,1637
25616,A01249,1609,1609
25617,A01250,1623,1623
25618,A01252,1606,1606
25619,A01260,1611,1611
25620,A01261,1622,1622
25621,A01262,1587,1587
25622,A01263,1621,1621
25623,A01274,1575,1575
25624,A01277,1548,1548
25625,A01278,1540,1540
25626,A01279,1529,1529
25627,A01284,1637,1637
25628,A01285,1563,1563
25629,A01291,1602,1602
25630,A01292,1601,1601
25631,A01336,1577,1577
25632,A01368,1619,1619
25633,A01372,1584,1584
25634,A01374,1635,1635
25635,A01376,1605,1605
25636,A01377,1630,1630
25637,A01382,1600,1600
25638,A01386,1571,1571
25639,A01408,1563,1563
25640,A01410,1586,1586
25641,A01417,1574,1574
25642,A01420,1625,1625
25643,A01424,1629,1629
25644,A01431,1627,1627
25645,A01438,1574,1574
25646,A01445,1579,1579
25647,A01449,1606,1606
25648,A01450,1597,1597
25649,A01452,1600,1600
25650,A01453,1599,1599
25651,A01455,1605,1605
25652,A01456,1611,1611
25653,A01473,1623,1623
25654,A01474,1615,1615
25655,A01475,1605,1605
25656,A01490,1593,1593
25657,A01491,1596,1596
25658,A01492,1593,1593
25659,A01501,1595,1595
25660,A01503,1624,1624
25661,A01511,1634,1634
25662,A01514,1575,1575
25663,A01556,1565,1565
25664,A01559,1630,1630
25665,A01560,1629,1629
25666,A01562,1630,1630
25667,A01564,1528,1528
25668,A01566,1612,1612
25669,A01568,1583,1583
25670,A01570,1584,1584
25671,A01575,1620,1620
25672,A01576,1624,1624
25673,A01580,1624,1624
25674,A01581,1624,1624
25675,A01582,1618,1618
25676,A01592,1584,1584
25677,A01596,1603,1603
25678,A01597,1591,1591
25679,A01615,1602,1602
25680,A01624,1579,1579
25681,A01627,1572,1572
25682,A01628,1588,1588
25683,A01631,1581,1581
25684,A01632,1639,1639
25685,A01635,1632,1632
25686,A01637,1640,1640
25687,A01655,1610,1610
25688,A01656,1614,1614
25689,A01657,1547,1547
25690,A01664,1548,1548
25691,A01673,1608,1608
25692,A01675,1610,1610
25693,A01676,1601,1601
25694,A01678,1590,1590
25695,A01680,1589,1589
25696,A01682,1594,1594
25697,A01684,1589,1589
25698,A01691,1613,1613
25699,A01698,1616,1616
25700,A01705,1607,1607
25701,A01711,1597,1597
25702,A01712,1583,1583
25703,A01724,1582,1582
25704,A01725,1598,1598
25705,A01731,1582,1582
25706,A01735,1591,1591
25707,A01737,1622,1622
25708,A01739,1597,1597
25709,A01743,1635,1635
25710,A01754,1551,1551
25711,A01767,1552,1552
25712,A01780,1610,1610
25713,A01782,1542,1542
25714,A01787,1591,1591
25715,A01791,1615,1615
25716,A01797,1585,1585
25717,A01801,1604,1604
25718,A01814,1625,1625
25719,A01838,1620,1620
25720,A01846,1621,1621
25721,A01858,1623,1623
25722,A01869,1608,1608
25723,A01871,1620,1620
25724,A01887,1607,1607
25725,A01889,1627,1627
25726,A01891,1640,1640
25727,A01898,1636,1636
25728,A01900,1638,1638
25729,A01906,1614,1614
25730,A01914,1640,1640
25731,A01931,1614,1614
25732,A01934,1625,1625
25733,A01942,1590,1590
25734,A01943,1574,1574
25735,A01949,1579,1579
25736,A01998,1532,1532
25737,A02023,1588,1588
25738,A02028,1616,1616
25739,A02034,1620,1620
25740,A02039,1616,1616
25741,A02049,1602,1602
25742,A02056,1577,1577
25743,A02060,1639,1639
25744,A02072,1615,1615
25745,A02119,1640,1640
25746,A02131,1593,1593
25747,A02139,1640,1640
25748,A02186,1620,1620
25749,A02191,1628,1628
25750,A02208,1608,1608
25751,A02219,1621,1621
25752,A02223,1615,1615
25753,A02249,1512,1512
25754,A02250,1619,1619
25755,A02252,1640,1640
25756,A02254,1619,1619
25757,A02256,1594,1594
25758,A02259,1640,1640
25759,A02260,1640,1640
25760,A02270,1630,1630
25761,A02288,1569,1569
25762,A02296,1568,1568
25763,A02315,1575,1575
25764,A02319,1597,1597
25765,A02333,1591,1591
25766,A02334,1595,1595
25767,A02335,1593,1593
25768,A02336,1573,1573
25769,A02347,1577,1577
25770,A02349,1627,1627
25771,A02374,1598,1598
25772,A02375,1589,1589
25773,A02394,1624,1624
25774,A02395,1615,1615
25775,A02403,1631,1631
25776,A02405,1633,1633
25777,A02406,1630,1630
25778,A02407,1633,1633
25779,A02408,1582,1582
25780,A02422,1536,1536
25781,A02423,1554,1554
25782,A02430,1615,1615
25783,A02435,1610,1610
25784,A02438,1615,1615
25785,A02442,1605,1605
25786,A02445,1638,1638
25787,A02447,1634,1634
25788,A02462,1607,1607
25789,A02472,1613,1613
25790,A02494,1582,1582
25791,A02500,1614,1614
25792,A02530,1620,1620
25793,A02628,1620,1620
25794,A02629,1640,1640
25795,A02630,1564,1564
25796,A02636,1565,1565
25797,A02637,1568,1568
25798,A02639,1638,1638
25799,A02656,1567,1567
25800,A02663,1536,1536
25801,A02664,1616,1616
25802,A02671,1588,1588
25803,A02672,1590,1590
25804,A02675,1639,1639
25805,A02683,1614,1614
25806,A02692,1628,1628
25807,A02693,1628,1628
25808,A02698,1622,1622
25809,A02706,1624,1624
25810,A02714,1628,1628
25811,A02715,1618,1618
25812,A02723,1632,1632
25813,A02733,1612,1612
25814,A02740,1614,1614
25815,A02757,1548,1548
25816,A02771,1624,1624
25817,A02785,1604,1604
25818,A02793,1582,1582
25819,A02804,1636,1636
25820,A02812,1531,1531
25821,A02835,1624,1624
25822,A02869,1607,1607
25823,A02875,1570,1570
25824,A02879,1566,1566
25825,A02880,1616,1616
25826,A02884,1572,1572
25827,A02885,1578,1578
25828,A02889,1614,1614
25829,A02893,1634,1634
25830,A02912,1611,1611
25831,A02915,1612,1612
25832,A02930,1632,1632
25833,A02935,1599,1599
25834,A02936,1536,1536
25835,A02937,1536,1536
25836,A02941,1538,1538
25837,A02953,1589,1589
25838,A02954,1589,1589
25839,A02960,1588,1588
25840,A02962,1589,1589
25841,A02963,1589,1589
25842,A02964,1570,1570
25843,A02966,1585,1585
25844,A02972,1590,1590
25845,A02979,1599,1599
25846,A02980,1600,1600
25847,A02981,1609,1609
25848,A02982,1637,1637
25849,A02984,1585,1585
25850,A02986,1587,1587
25851,A02987,1630,1630
25852,A02991,1592,1592
25853,A02992,1594,1594
25854,A02993,1590,1590
25855,A02994,1611,1611
25856,A02996,1610,1610
25857,A03001,1610,1610
25858,A03003,1589,1589
25859,A03006,1592,1592
25860,A03016,1591,1591
25861,A03017,1613,1613
25862,A03018,1612,1612
25863,A03021,1613,1613
25864,A03046,1543,1543
25865,A03048,1526,1526
25866,A03064,1631,1631
25867,A03066,1638,1638
25868,A03078,1624,1624
25869,A03079,1580,1580
25870,A03080,1625,1625
25871,A03082,1566,1566
25872,A03087,1547,1547
25873,A03089,1590,1590
25874,A03096,1635,1635
25875,A03099,1621,1621
25876,A03100,1579,1579
25877,A03104,1635,1635
25878,A03121,1580,1580
25879,A03123,1594,1594
25880,A03125,1583,1583
25881,A03127,1560,1560
25882,A03220,1600,1600
25883,A03221,1607,1607
25884,A03232,1593,1593
25885,A03254,1607,1607
25886,A03260,1579,1579
25887,A03267,1623,1623
25888,A03268,1609,1609
25889,A03269,1604,1604
25890,A03271,1607,1607
25891,A03274,1613,1613
25892,A03276,1617,1617
25893,A03279,1615,1615
25894,A03281,1607,1607
25895,A03296,1622,1622
25896,A03302,1612,1612
25897,A03308,1607,1607
25898,A03309,1609,1609
25899,A03311,1606,1606
25900,A03332,1609,1609
25901,A03333,1608,1608
25902,A03334,1609,1609
25903,A03336,1611,1611
25904,A03338,1632,1632
25905,A03344,1595,1595
25906,A03346,1640,1640
25907,A03347,1640,1640
25908,A03350,1600,1600
25909,A03351,1614,1614
25910,A03354,1606,1606
25911,A03356,1613,1613
25912,A03387,1627,1627
25913,A03390,1634,1634
25914,A03392,1622,1622
25915,A03407,1617,1617
25916,A03409,1637,1637
25917,A03411,1632,1632
25918,A03413,1613,1613
25919,A03416,1615,1615
25920,A03418,1609,1609
25921,A03419,1622,1622
25922,A03424,1615,1615
25923,A03425,1628,1628
25924,A03426,1633,1633
25925,A03427,1625,1625
25926,A03438,1615,1615
25927,A03441,1597,1597
25928,A03442,1599,1599
25929,A03443,1610,1610
25930,A03444,1609,1609
25931,A03450,1622,1622
25932,A03451,1622,1622
25933,A03453,1573,1573
25934,A03455,1626,1626
25935,A03457,1622,1622
25936,A03458,1618,1618
25937,A03459,1620,1620
25938,A03461,1614,1614
25939,A03464,1596,1596
25940,A03465,1606,1606
25941,A03474,1599,1599
25942,A03475,1601,1601
25943,A03481,1592,1592
25944,A03486,1511,1511
25945,A03488,1535,1535
25946,A03490,1619,1619
25947,A03492,1623,1623
25948,A03494,1626,1626
25949,A03495,1626,1626
25950,A03496,1618,1618
25951,A03500,1613,1613
25952,A03507,1619,1619
25953,A03516,1640,1640
25954,A03527,1624,1624
25955,A03528,1586,1586
25956,A03550,1566,1566
25957,A03559,1630,1630
25958,A03566,1509,1509
25959,A03571,1590,1590
25960,A03573,1588,1588
25961,A03576,1592,1592
25962,A03580,1596,1596
25963,A03581,1590,1590
25964,A03582,1603,1603
25965,A03599,1640,1640
25966,A03600,1638,1638
25967,A03603,1640,1640
25968,A03604,1638,1638
25969,A03605,1637,1637
25970,A03609,1640,1640
25971,A03610,1637,1637
25972,A03614,1638,1638
25973,A03615,1638,1638
25974,A03617,1638,1638
25975,A03635,1579,1579
25976,A03639,1604,1604
25977,A03640,1609,1609
25978,A03641,1609,1609
25979,A03645,1581,1581
25980,A03647,1610,1610
25981,A03648,1612,1612
25982,A03653,1611,1611
25983,A03671,1621,1621
25984,A03674,1625,1625
25985,A03678,1638,1638
25986,A03681,1625,1625
25987,A03687,1622,1622
25988,A03688,1618,1618
25989,A03693,1626,1626
25990,A03695,1613,1613
25991,A03696,1619,1619
25992,A03698,1625,1625
25993,A03699,1610,1610
25994,A03700,1585,1585
25995,A03713,1609,1609
25996,A03717,1615,1615
25997,A03718,1586,1586
25998,A03724,1603,1603
25999,A03735,1640,1640
26000,A03738,1583,1583
26001,A03751,1634,1634
26002,A03758,1615,1615
26003,A03759,1600,1600
26004,A03760,1622,1622
26005,A03763,1597,1597
26006,A03764,1598,1598
26007,A03765,1602,1602
26008,A03768,1565,1565
26009,A03777,1569,1569
26010,A03779,1595,1595
26011,A03780,1604,1604
26012,A03788,1578,1578
26013,A03790,1615,1615
26014,A03792,1546,1546
26015,A03795,1632,1632
26016,A03799,1640,1640
26017,A03800,1615,1615
26018,A03803,1621,1621
26019,A03809,1626,1626
26020,A03810,1602,1602
26021,A03817,1602,1602
26022,A03839,1628,1628
26023,A03850,1563,1563
26024,A03851,1588,1588
26025,A03852,1607,1607
26026,A03854,1589,1589
26027,A03856,1537,1537
26028,A03857,1616,1616
26029,A03858,1605,1605
26030,A03885,1618,1618
26031,A03893,1588,1588
26032,A03896,1550,1550
26033,A03897,1637,1637
26034,A03906,1589,1589
26035,A03907,1586,1586
26036,A03908,1586,1586
26037,A03915,1605,1605
26038,A03926,1579,1579
26039,A03927,1605,1605
26040,A03928,1606,1606
26041,A03930,1625,1625
26042,A03941,1620,1620
26043,A03942,1618,1618
26044,A03944,1620,1620
26045,A03946,1604,1604
26046,A03947,1616,1616
26047,A03949,1595,1595
26048,A03950,1601,1601
26049,A03960,1640,1640
26050,A03966,1640,1640
26051,A03968,1558,1558
26052,A04000,1517,1517
26053,A04001,1529,1529
26054,A04002,1510,1510
26055,A04024,1500,1500
26056,A04027,1570,1570
26057,A04028,1598,1598
26058,A04031,1619,1619
26059,A04032,1624,1624
26060,A04033,1622,1622
26061,A04034,1620,1620
26062,A04047,1547,1547
26063,A04054,1565,1565
26064,A04055,1561,1561
26065,A04061,1546,1546
26066,A04062,1618,1618
26067,A04068,1548,1548
26068,A04069,1628,1628
26069,A04070,1608,1608
26070,A04074,1624,1624
26071,A04079,1615,1615
26072,A04081,1634,1634
26073,A04083,1635,1635
26074,A04085,1627,1627
26075,A04091,1624,1624
26076,A04095,1612,1612
26077,A04101,1639,1639
26078,A04106,1634,1634
26079,A04110,1599,1599
26080,A04112,1624,1624
26081,A04113,1579,1579
26082,A04114,1579,1579
26083,A04118,1628,1628
26084,A04123,1600,1600
26085,A04124,1626,1626
26086,A04125,1635,1635
26087,A04126,1640,1640
26088,A04127,1610,1610
26089,A04128,1637,1637
26090,A04136,1580,1580
26091,A04141,1624,1624
26092,A04145,1619,1619
26093,A04146,1588,1588
26094,A04151,1618,1618
26095,A04152,1640,1640
26096,A04153,1614,1614
26097,A04198,1621,1621
26098,A04200,1622,1622
26099,A04207,1613,1613
26100,A04208,1606,1606
26101,A04211,1616,1616
26102,A04212,1612,1612
26103,A04214,1600,1600
26104,A04215,1599,1599
26105,A04218,1604,1604
26106,A04219,1609,1609
26107,A04220,1625,1625
26108,A04221,1598,1598
26109,A04222,1618,1618
26110,A04223,1599,1599
26111,A04224,1616,1616
26112,A04230,1603,1603
26113,A04235,1603,1603
26114,A04238,1618,1618
26115,A04240,1604,1604
26116,A04251,1618,1618
26117,A04256,1627,1627
26118,A04259,1617,1617
26119,A04260,1591,1591
26120,A04262,1589,1589
26121,A04265,1619,1619
26122,A04269,1627,1627
26123,A04282,1621,1621
26124,A04284,1619,1619
26125,A04285,1607,1607
26126,A04305,1615,1615
26127,A04310,1603,1603
26128,A04311,1603,1603
26129,A04317,1607,1607
26130,A04323,1604,1604
26131,A04324,1607,1607
26132,A04351,1578,1578
26133,A04361,1624,1624
26134,A04364,1599,1599
26135,A04365,1640,1640
26136,A04366,1605,1605
26137,A04367,1634,1634
26138,A04368,1629,1629
26139,A04371,1624,1624
26140,A04374,1625,1625
26141,A04377,1624,1624
26142,A04378,1621,1621
26143,A04379,1637,1637
26144,A04380,1613,1613
26145,A04385,1535,1535
26146,A04386,1495,1495
26147,A04389,1628,1628
26148,A04390,1625,1625
26149,A04393,1614,1614
26150,A04397,1510,1510
26151,A04403,1513,1513
26152,A04404,1617,1617
26153,A04408,1619,1619
26154,A04409,1610,1610
26155,A04410,1619,1619
26156,A04412,1611,1611
26157,A04415,1620,1620
26158,A04418,1640,1640
26159,A04421,1530,1530
26160,A04423,1550,1550
26161,A04424,1539,1539
26162,A04426,1523,1523
26163,A04427,1535,1535
26164,A04437,1575,1575
26165,A04442,1624,1624
26166,A04484,1562,1562
26167,A04486,1612,1612
26168,A04501,1588,1588
26169,A04503,1609,1609
26170,A04506,1597,1597
26171,A04511,1550,1550
26172,A04513,1574,1574
26173,A04515,1591,1591
26174,A04523,1515,1515
26175,A04528,1623,1623
26176,A04534,1618,1618
26177,A04535,1591,1591
26178,A04537,1600,1600
26179,A04538,1609,1609
26180,A04540,1617,1617
26181,A04543,1603,1603
26182,A04548,1605,1605
26183,A04573,1633,1633
26184,A04574,1621,1621
26185,A04575,1624,1624
26186,A04582,1531,1531
26187,A04591,1628,1628
26188,A04596,1630,1630
26189,A04597,1622,1622
26190,A04602,1615,1615
26191,A04604,1635,1635
26192,A04605,1633,1633
26193,A04606,1579,1579
26194,A04608,1588,1588
26195,A04610,1548,1548
26196,A04622,1626,1626
26197,A04629,1623,1623
26198,A04630,1600,1600
26199,A04638,1609,1609
26200,A04641,1622,1622
26201,A04645,1620,1620
26202,A04657,1626,1626
26203,A04663,1603,1603
26204,A04666,1558,1558
26205,A04678,1511,1511
26206,A04690,1610,1610
26207,A04691,1613,1613
26208,A04711,1570,1570
26209,A04717,1612,1612
26210,A04743,1544,1544
26211,A04754,1637,1637
26212,A04763,1615,1615
26213,A04767,1625,1625
26214,A04771,1630,1630
26215,A04774,1635,1635
26216,A04776,1628,1628
26217,A04779,1621,1621
26218,A04780,1603,1603
26219,A04782,1629,1629
26220,A04783,1570,1570
26221,A04784,1617,1617
26222,A04789,1578,1578
26223,A04790,1581,1581
26224,A04801,1617,1617
26225,A04809,1585,1585
26226,A04811,1585,1585
26227,A04813,1596,1596
26228,A04816,1608,1608
26229,A04821,1618,1618
26230,A04823,1613,1613
26231,A04825,1641,1641
26232,A04827,1598,1598
26233,A04831,1640,1640
26234,A04841,1613,1613
26235,A04847,1624,1624
26236,A04855,1549,1549
26237,A04866,1574,1574
26238,A04870,1631,1631
26239,A04889,1596,1596
26240,A04901,1579,1579
26241,A04902,1577,1577
26242,A04905,1579,1579
26243,A04917,1554,1554
26244,A04940,1519,1519
26245,A04954,1587,1587
26246,A04955,1588,1588
26247,A04956,1636,1636
26248,A04959,1635,1635
26249,A04961,1625,1625
26250,A04962,1614,1614
26251,A04963,1638,1638
26252,A04964,1589,1589
26253,A04966,1590,1590
26254,A04967,1549,1549
26255,A04970,1610,1610
26256,A04973,1597,1597
26257,A04975,1522,1522
26258,A04976,1623,1623
26259,A04977,1640,1640
26260,A04984,1640,1640
26261,A04985,1629,1629
26262,A04986,1640,1640
26263,A04991,1612,1612
26264,A04995,1635,1635
26265,A04997,1582,1582
26266,A05017,1581,1581
26267,A05034,1548,1548
26268,A05035,1536,1536
26269,A05039,1550,1550
26270,A05041,1630,1630
26271,A05043,1548,1548
26272,A05045,1550,1550
26273,A05048,1585,1585
26274,A05051,1598,1598
26275,A05052,1621,1621
26276,A05053,1623,1623
26277,A05054,1597,1597
26278,A05056,1611,1611
26279,A05061,1616,1616
26280,A05065,1574,1574
26281,A05066,1588,1588
26282,A05067,1584,1584
26283,A05069,1579,1579
26284,A05072,1589,1589
26285,A05075,1594,1594
26286,A05083,1535,1535
26287,A05085,1611,1611
26288,A05091,1589,1589
26289,A05093,1576,1576
26290,A05102,1601,1601
26291,A05111,1574,1574
26292,A05137,1614,1614
26293,A05138,1618,1618
26294,A05165,1637,1637
26295,A05177,1629,1629
26296,A05178,1630,1630
26297,A05189,1613,1613
26298,A05190,1612,1612
26299,A05191,1624,1624
26300,A05192,1637,1637
26301,A05193,1635,1635
26302,A05198,1630,1630
26303,A05199,1586,1586
26304,A05203,1596,1596
26305,A05205,1599,1599
26306,A05208,1510,1510
26307,A05211,1566,1566
26308,A05212,1629,1629
26309,A05217,1635,1635
26310,A05218,1576,1576
26311,A05220,1597,1597
26312,A05221,1625,1625
26313,A05229,1617,1617
26314,A05236,1597,1597
26315,A05271,1561,1561
26316,A05272,1577,1577
26317,A05285,1629,1629
26318,A05288,1625,1625
26319,A05289,1624,1624
26320,A05292,1600,1600
26321,A05294,1548,1548
26322,A05303,1605,1605
26323,A05311,1592,1592
26324,A05316,1586,1586
26325,A05318,1609,1609
26326,A05319,1548,1548
26327,A05336,1595,1595
26328,A05338,1602,1602
26329,A05341,1617,1617
26330,A05342,1625,1625
26331,A05344,1639,1639
26332,A05345,1639,1639
26333,A05347,1637,1637
26334,A05349,1623,1623
26335,A05350,1625,1625
26336,A05353,1571,1571
26337,A05354,1584,1584
26338,A05357,1631,1631
26339,A05358,1587,1587
26340,A05363,1592,1592
26341,A05364,1618,1618
26342,A05372,1573,1573
26343,A05373,1540,1540
26344,A05374,1576,1576
26345,A05376,1570,1570
26346,A05392,1551,1551
26347,A05403,1634,1634
26348,A05404,1594,1594
26349,A05405,1631,1631
26350,A05409,1606,1606
26351,A05412,1595,1595
26352,A05416,1622,1622
26353,A05417,1619,1619
26354,A05439,1636,1636
26355,A05456,1579,1579
26356,A05459,1638,1638
26357,A05460,1638,1638
26358,A05463,1587,1587
26359,A05464,1639,1639
26360,A05466,1639,1639
26361,A05467,1638,1638
26362,A05470,1619,1619
26363,A05475,1522,1522
26364,A05494,1591,1591
26365,A05517,1595,1595
26366,A05531,1651,1651
26367,A05534,1625,1625
26368,A05537,1568,1568
26369,A05558,1622,1622
26370,A05570,1609,1609
26371,A05571,1556,1556
26372,A05572,1556,1556
26373,A05586,1591,1591
26374,A05588,1536,1536
26375,A05600,1616,1616
26376,A05633,1637,1637
26377,A05651,1556,1556
26378,A05684,1475,1475
26379,A05689,1625,1625
26380,A05722,1495,1495
26381,A05759,1614,1614
26382,A05770,1600,1600
26383,A05782,1533,1533
26384,A05792,1610,1610
26385,A05807,1630,1630
26386,A05808,1539,1539
26387,A05824,1545,1545
26388,A05952,1640,1640
26389,A05962,1637,1637
26390,A05967,1618,1618
26391,A05983,1603,1603
26392,A05990,1618,1618
26393,A05995,1618,1618
26394,A05999,1634,1634
26395,A06004,1618,1618
26396,A06013,1618,1618
26397,A06018,1619,1619
26398,A06030,1618,1618
26399,A06051,1617,1617
26400,A06055,1558,1558
26401,A06057,1548,1548
26402,A06060,1619,1619
26403,A06063,1620,1620
26404,A06068,1619,1619
26405,A06074,1617,1617
26406,A06079,1571,1571
26407,A06091,1553,1553
26408,A06098,1625,1625
26409,A06102,1552,1552
26410,A06105,1551,1551
26411,A06108,1597,1597
26412,A06112,1548,1548
26413,A06118,1597,1597
26414,A06121,1629,1629
26415,A06125,1534,1534
26416,A06135,1590,1590
26417,A06146,1610,1610
26418,A06155,1580,1580
26419,A06160,1640,1640
26420,A06161,1640,1640
26421,A06192,1620,1620
26422,A06199,1624,1624
26423,A06205,1630,1630
26424,A06210,1580,1580
26425,A06216,1597,1597
26426,A06223,1576,1576
26427,A06224,1580,1580
26428,A06228,1595,1595
26429,A06229,1595,1595
26430,A06230,1595,1595
26431,A06233,1606,1606
26432,A06235,1613,1613
26433,A06239,1621,1621
26434,A06245,1629,1629
26435,A06254,1625,1625
26436,A06255,1629,1629
26437,A06257,1603,1603
26438,A06263,1631,1631
26439,A06264,1635,1635
26440,A06265,1625,1625
26441,A06266,1584,1584
26442,A06286,1619,1619
26443,A06304,1639,1639
26444,A06308,1621,1621
26445,A06312,1593,1593
26446,A06319,1555,1555
26447,A06332,1621,1621
26448,A06333,1600,1600
26449,A06340,1578,1578
26450,A06346,1581,1581
26451,A06347,1582,1582
26452,A06348,1580,1580
26453,A06350,1535,1535
26454,A06360,1638,1638
26455,A06361,1612,1612
26456,A06363,1613,1613
26457,A06367,1619,1619
26458,A06368,1620,1620
26459,A06370,1621,1621
26460,A06371,1622,1622
26461,A06374,1626,1626
26462,A06381,1569,1569
26463,A06383,1629,1629
26464,A06386,1624,1624
26465,A06388,1621,1621
26466,A06390,1581,1581
26467,A06403,1607,1607
26468,A06404,1609,1609
26469,A06421,1634,1634
26470,A06423,1530,1530
26471,A06433,1599,1599
26472,A06436,1582,1582
26473,A06450,1599,1599
26474,A06456,1622,1622
26475,A06490,1534,1534
26476,A06491,1548,1548
26477,A06492,1575,1575
26478,A06504,1573,1573
26479,A06508,1548,1548
26480,A06509,1536,1536
26481,A06510,1548,1548
26482,A06511,1543,1543
26483,A06512,1594,1594
26484,A06513,1632,1632
26485,A06515,1535,1535
26486,A06516,1578,1578
26487,A06520,1548,1548
26488,A06521,1578,1578
26489,A06524,1579,1579
26490,A06530,1610,1610
26491,A06531,1612,1612
26492,A06532,1538,1538
26493,A06546,1510,1510
26494,A06547,1534,1534
26495,A06549,1565,1565
26496,A06554,1478,1478
26497,A06559,1484,1484
26498,A06579,1622,1622
26499,A06606,1619,1619
26500,A06617,1589,1589
26501,A06630,1596,1596
