index,TCP_Number,Year,cleaned_year
43786,A75258,1683,1683
43787,A75262,1683,1683
43788,A75267,1652,1652
43789,A75270,1673,1673
43790,A75273,1699,1699
43791,A75275,1643,1643
43792,A75276,1643,1643
43793,A75278,1688,1688
43794,A75279,1687,1687
43795,A75283,1642,1642
43796,A75285,1659,1659
43797,A75287,1649,1649
43798,A75294,1656,1656
43799,A75301,1685,1685
43800,A75303,1680,1680
43801,A75305,1652,1652
43802,A75307,1660,1660
43803,A75308,1648,1648
43804,A75309,1645,1645
43805,A75310,1659,1659
43806,A75311,1647,1647
43807,A75313,1660,1660
43808,A75315,1644,1644
43809,A75317,1648,1648
43810,A75318,1659,1659
43811,A75319,1659,1659
43812,A75320,1691,1691
43813,A75322,1690,1690
43814,A75323,1659,1659
43815,A75326,1648,1648
43816,A75327,1648,1648
43817,A75328,1691,1691
43818,A75329,1642,1642
43819,A75331,1660,1660
43820,A75337,1659,1659
43821,A75343,1691,1691
43822,A75349,1694,1694
43823,A75350,1643,1643
43824,A75356,1695,1695
43825,A75357,1651,1651
43826,A75358,1660,1660
43827,A75359,1653,1653
43828,A75360,1659,1659
43829,A75361,1680,1680
43830,A75363,1691,1691
43831,A75364,1647,1647
43832,A75365,1643,1643
43833,A75367,1642,1642
43834,A75372,1685,1685
43835,A75374,1654,1654
43836,A75377,1691,1691
43837,A75379,1648,1648
43838,A75381,1648,1648
43839,A75382,1652,1652
43840,A75383,1653,1653
43841,A75385,1648,1648
43842,A75386,1648,1648
43843,A75387,1654,1654
43844,A75388,1648,1648
43845,A75389,1649,1649
43846,A75392,1653,1653
43847,A75393,1643,1643
43848,A75394,1651,1651
43849,A75395,1642,1642
43850,A75396,1688,1688
43851,A75397,1688,1688
43852,A75398,1646,1646
43853,A75399,1648,1648
43854,A75403,1654,1654
43855,A75404,1675,1675
43856,A75406,1681,1681
43857,A75408,1647,1647
43858,A75410,1654,1654
43859,A75411,1646,1646
43860,A75412,1648,1648
43861,A75413,1646,1646
43862,A75414,1656,1656
43863,A75416,1646,1646
43864,A75417,1642,1642
43865,A75419,1649,1649
43866,A75421,1643,1643
43867,A75425,1646,1646
43868,A75426,1642,1642
43869,A75428,1648,1648
43870,A75429,1649,1649
43871,A75430,1652,1652
43872,A75431,1671,1671
43873,A75433,1642,1642
43874,A75434,1641,1641
43875,A75436,1699,1699
43876,A75437,1641,1641
43877,A75438,1695,1695
43878,A75439,1698,1698
43879,A75440,1699,1699
43880,A75441,1641,1641
43881,A75443,1648,1648
43882,A75445,1660,1660
43883,A75447,1699,1699
43884,A75448,1658,1658
43885,A75450,1686,1686
43886,A75451,1694,1694
43887,A75453,1690-1699,1699
43888,A75454,1697,1697
43889,A75455,1694,1694
43890,A75456,1661,1661
43891,A75459,1646,1646
43892,A75460,1654,1654
43893,A75461,1655,1655
43894,A75462,1660,1660
43895,A75464,1643,1643
43896,A75465,1648,1648
43897,A75466,1694,1694
43898,A75467,1647,1647
43899,A75468,1645,1645
43900,A75469,1642,1642
43901,A75470,1696,1696
43902,A75473,1642,1642
43903,A75474,1642,1642
43904,A75475,1645,1645
43905,A75476,1652,1652
43906,A75477,1664,1664
43907,A75479,1652,1652
43908,A75480,1647,1647
43909,A75481,1641,1641
43910,A75483,1659,1659
43911,A75485,1642,1642
43912,A75487,1682,1682
43913,A75492,1645,1645
43914,A75493,1649,1649
43915,A75494,1642,1642
43916,A75496,1649,1649
43917,A75497,1644,1644
43918,A75498,1660,1660
43919,A75500,1641,1641
43920,A75501,1683,1683
43921,A75502,1653,1653
43922,A75503,1690,1690
43923,A75504,1660,1660
43924,A75505,1688,1688
43925,A75506,1700,1700
43926,A75507,1655,1655
43927,A75508,1660,1660
43928,A75509,1647,1647
43929,A75510,1647,1647
43930,A75511,1643,1643
43931,A75514,1681,1681
43932,A75517,1656,1656
43933,A75518,1641,1641
43934,A75520,1642,1642
43935,A75521,1643,1643
43936,A75523,1653,1653
43937,A75524,1705,1705
43938,A75525,1642,1642
43939,A75526,1642,1642
43940,A75528,1660,1660
43941,A75529,1641,1641
43942,A75533,1690,1690
43943,A75535,1641,1641
43944,A75536,1645,1645
43945,A75538,1645,1645
43946,A75544,1695,1695
43947,A75545,1699,1699
43948,A75546,1648,1648
43949,A75547,1698,1698
43950,A75548,1647,1647
43951,A75550,1675,1675
43952,A75552,1649,1649
43953,A75553,1661,1661
43954,A75554,1648,1648
43955,A75562,1661,1661
43956,A75567,1685,1685
43957,A75568,1660,1660
43958,A75577,1699,1699
43959,A75579,1697,1697
43960,A75580,1660,1660
43961,A75582,1657,1657
43962,A75583,1700,1700
43963,A75588,1659,1659
43964,A75590,1653,1653
43965,A75591,1660,1660
43966,A75592,1659,1659
43967,A75595,1648,1648
43968,A75596,1659,1659
43969,A75603,1648,1648
43970,A75604,1643,1643
43971,A75605,1647,1647
43972,A75606,1650,1650
43973,A75607,1696,1696
43974,A75608,1646,1646
43975,A75609,1642,1642
43976,A75610,1660,1660
43977,A75612,1699,1699
43978,A75613,1643,1643
43979,A75614,1689,1689
43980,A75615,1652,1652
43981,A75616,1659,1659
43982,A75620,1660,1660
43983,A75623,1688,1688
43984,A75624,1700,1700
43985,A75626,1661,1661
43986,A75631,1648,1648
43987,A75632,1648,1648
43988,A75633,1641,1641
43989,A75636,1646,1646
43990,A75637,1646,1646
43991,A75638,1695,1695
43992,A75640,1648,1648
43993,A75641,1641,1641
43994,A75644,1647,1647
43995,A75646,1648,1648
43996,A75647,1646,1646
43997,A75648,1693,1693
43998,A75650,1642,1642
43999,A75652,1647,1647
44000,A75653,1646,1646
44001,A75654,1651,1651
44002,A75655,1647,1647
44003,A75656,1659,1659
44004,A75657,1660,1660
44005,A75658,1642,1642
44006,A75659,1652,1652
44007,A75660,1647,1647
44008,A75661,1660,1660
44009,A75665,1659,1659
44010,A75667,1659,1659
44011,A75670,1654,1654
44012,A75672,1649,1649
44013,A75674,1650,1650
44014,A75675,1651,1651
44015,A75681,1661,1661
44016,A75682,1695,1695
44017,A75684,1698,1698
44018,A75685,1674,1674
44019,A75689,1649,1649
44020,A75693,1700,1700
44021,A75694,1647,1647
44022,A75695,1648,1648
44023,A75699,1654,1654
44024,A75700,1642,1642
44025,A75703,1654,1654
44026,A75707,1642,1642
44027,A75708,1654,1654
44028,A75710,1654,1654
44029,A75711,1646,1646
44030,A75714,1644,1644
44031,A75715,1693,1693
44032,A75717,1648,1648
44033,A75718,1642,1642
44034,A75723,1653,1653
44035,A75725,1678,1678
44036,A75727,1668,1668
44037,A75729,1653,1653
44038,A75732,1656,1656
44039,A75734,1655,1655
44040,A75736,1655,1655
44041,A75743,1688,1688
44042,A75744,1688,1688
44043,A75745,1685,1685
44044,A75746,1661,1661
44045,A75749,1641,1641
44046,A75751,1642,1642
44047,A75754,1659,1659
44048,A75755,1671,1671
44049,A75762,1648,1648
44050,A75763,1642,1642
44051,A75765,1648,1648
44052,A75766,1645,1645
44053,A75768,1655,1655
44054,A75770,1654,1654
44055,A75775,1641,1641
44056,A75776,1657,1657
44057,A75777,1648,1648
44058,A75779,1648,1648
44059,A75783,1692,1692
44060,A75784,1693,1693
44061,A75785,1681,1681
44062,A75786,1682,1682
44063,A75787,1650,1650
44064,A75788,1655,1655
44065,A75791,1683,1683
44066,A75792,1660,1660
44067,A75794,1697,1697
44068,A75797,1690,1690
44069,A75799,1648,1648
44070,A75800,1657,1657
44071,A75801,1653,1653
44072,A75804,1650,1650
44073,A75818,1647,1647
44074,A75820,1647,1647
44075,A75821,1648,1648
44076,A75822,1666,1666
44077,A75823,1647,1647
44078,A75825,1644,1644
44079,A75826,1664,1664
44080,A75827,1648,1648
44081,A75831,1655,1655
44082,A75836,1653,1653
44083,A75838,1664,1664
44084,A75840,1695,1695
44085,A75841,1648,1648
44086,A75842,1685,1685
44087,A75847,1656,1656
44088,A75849,1648,1648
44089,A75850,1648,1648
44090,A75851,1692,1692
44091,A75853,1659,1659
44092,A75857,1645,1645
44093,A75860,1683,1683
44094,A75861,1692,1692
44095,A75862,1692,1692
44096,A75863,1653,1653
44097,A75864,1700,1700
44098,A75866,1663,1663
44099,A75872,1656,1656
44100,A75873,1641,1641
44101,A75876,1695,1695
44102,A75877,1681,1681
44103,A75879,1689,1689
44104,A75881,1693,1693
44105,A75882,1648,1648
44106,A75886,1661,1661
44107,A75894,1642,1642
44108,A75895,1655,1655
44109,A75896,1646,1646
44110,A75899,1658,1658
44111,A75903,1659,1659
44112,A75904,1662,1662
44113,A75905,1653,1653
44114,A75910,1690,1690
44115,A75922,1641,1641
44116,A75929,1653,1653
44117,A75932,1651,1651
44118,A75934,1646,1646
44119,A75935,1659,1659
44120,A75936,1684,1684
44121,A75944,1690,1690
44122,A75945,1641,1641
44123,A75951,1641,1641
44124,A75955,1698,1698
44125,A75960,1666,1666
44126,A75961,1660,1660
44127,A75963,1641,1641
44128,A75964,1642,1642
44129,A75965,1655,1655
44130,A75967,1657,1657
44131,A75968,1691,1691
44132,A75970,1656,1656
44133,A75971,1658,1658
44134,A75972,1647,1647
44135,A75973,1649,1649
44136,A75975,1680,1680
44137,A75980,1698,1698
44138,A75990,1655,1655
44139,A75992,1695,1695
44140,A75997,1648,1648
44141,A75998,1647,1647
44142,A76003,1659,1659
44143,A76006,1660,1660
44144,A76020,1653,1653
44145,A76021,1692,1692
44146,A76022,1659,1659
44147,A76023,1647,1647
44148,A76026,1643,1643
44149,A76027,1643,1643
44150,A76028,1650,1650
44151,A76033,1691,1691
44152,A76034,1689,1689
44153,A76036,1641,1641
44154,A76037,1643,1643
44155,A76038,1694,1694
44156,A76045,1647,1647
44157,A76048,1651,1651
44158,A76049,1642,1642
44159,A76050,1648,1648
44160,A76051,1641,1641
44161,A76055,1646,1646
44162,A76064,1651,1651
44163,A76065,1655,1655
44164,A76067,1652,1652
44165,A76068,1649,1649
44166,A76069,1658,1658
44167,A76070,1657,1657
44168,A76073,1650,1650
44169,A76074,1649,1649
44170,A76075,1669,1669
44171,A76077,1643,1643
44172,A76078,1645,1645
44173,A76079,1643,1643
44174,A76080,1645,1645
44175,A76081,1645,1645
44176,A76085,1645,1645
44177,A76086,1692,1692
44178,A76087,1651,1651
44179,A76088,1647,1647
44180,A76089,1654,1654
44181,A76090,1647,1647
44182,A76091,1663,1663
44183,A76092,1667,1667
44184,A76095,1642,1642
44185,A76101,1653,1653
44186,A76102,1654,1654
44187,A76103,1681,1681
44188,A76105,1701,1701
44189,A76106,1643,1643
44190,A76111,1642,1642
44191,A76113,1642,1642
44192,A76114,1661,1661
44193,A76115,1648,1648
44194,A76116,1684,1684
44195,A76118,1648,1648
44196,A76119,1647,1647
44197,A76120,1649,1649
44198,A76121,1644,1644
44199,A76122,1642,1642
44200,A76123,1647,1647
44201,A76124,1643,1643
44202,A76129,1650,1650
44203,A76130,1699,1699
44204,A76131,1666,1666
44205,A76135,1657,1657
44206,A76150,1653,1653
44207,A76156,1655,1655
44208,A76158,1658,1658
44209,A76163,1699,1699
44210,A76175,1679,1679
44211,A76176,1642,1642
44212,A76177,1658,1658
44213,A76178,1659,1659
44214,A76179,1691,1691
44215,A76180,1655,1655
44216,A76182,1689,1689
44217,A76190,1683,1683
44218,A76191,1658,1658
44219,A76195,1642,1642
44220,A76198,1646,1646
44221,A76199,1654,1654
44222,A76202,1654,1654
44223,A76205,1660,1660
44224,A76218,1657,1657
44225,A76220,1642,1642
44226,A76222,1660,1660
44227,A76223,1654,1654
44228,A76226,1685,1685
44229,A76227,1657,1657
44230,A76230,1653,1653
44231,A76231,1655,1655
44232,A76232,1657,1657
44233,A76235,1647,1647
44234,A76236,1677,1677
44235,A76237,1663,1663
44236,A76238,1663,1663
44237,A76239,1660,1660
44238,A76249,1643,1643
44239,A76257,1675,1675
44240,A76258,1649,1649
44241,A76259,1700,1700
44242,A76262,1654,1654
44243,A76270,1687,1687
44244,A76271,1659,1659
44245,A76272,1675,1675
44246,A76273,1642,1642
44247,A76275,1647,1647
44248,A76279,1660,1660
44249,A76281,1700,1700
44250,A76282,1679,1679
44251,A76286,1673,1673
44252,A76289,1646,1646
44253,A76291,1643,1643
44254,A76292,1653,1653
44255,A76298,1649,1649
44256,A76300,1644,1644
44257,A76302,1642,1642
44258,A76304,1696,1696
44259,A76308,1657,1657
44260,A76311,1692,1692
44261,A76312,1698,1698
44262,A76313,1648,1648
44263,A76314,1657,1657
44264,A76315,1645,1645
44265,A76319,1642,1642
44266,A76320,1659,1659
44267,A76322,1648,1648
44268,A76323,1680,1680
44269,A76324,1680,1680
44270,A76326,1645,1645
44271,A76328,1650,1650
44272,A76329,1644,1644
44273,A76330,1674,1674
44274,A76333,1699,1699
44275,A76336,1685,1685
44276,A76337,1649,1649
44277,A76338,1647,1647
44278,A76341,1647,1647
44279,A76343,1652,1652
44280,A76349,1662,1662
44281,A76354,1698,1698
44282,A76356,1646,1646
44283,A76357,1646,1646
44284,A76358,1643,1643
44285,A76360,1660,1660
44286,A76362,1656,1656
44287,A76365,1645,1645
44288,A76367,1645,1645
44289,A76368,1650,1650
44290,A76372,1652,1652
44291,A76373,1697,1697
44292,A76374,1650,1650
44293,A76377,1681,1681
44294,A76378,1649,1649
44295,A76379,1642,1642
44296,A76380,1645,1645
44297,A76382,1646,1646
44298,A76384,1646,1646
44299,A76387,1665,1665
44300,A76394,1643,1643
44301,A76396,1643,1643
44302,A76397,1649,1649
44303,A76399,1642,1642
44304,A76402,1650,1650
44305,A76404,1700,1700
44306,A76406,1655,1655
44307,A76407,1648,1648
44308,A76408,1657,1657
44309,A76409,1657,1657
44310,A76412,1648,1648
44311,A76414,1641,1641
44312,A76423,1643,1643
44313,A76426,1648,1648
44314,A76429,1641,1641
44315,A76431,1700,1700
44316,A76435,1649,1649
44317,A76441,1650,1650
44318,A76443,1660,1660
44319,A76447,1641,1641
44320,A76449,1642,1642
44321,A76450,1642,1642
44322,A76452,1643,1643
44323,A76457,1652,1652
44324,A76462,1642,1642
44325,A76464,1642,1642
44326,A76465,1643,1643
44327,A76466,1687,1687
44328,A76467,1685,1685
44329,A76468,1693,1693
44330,A76469,1648,1648
44331,A76471,1659,1659
44332,A76473,1646,1646
44333,A76474,1700,1700
44334,A76475,1657,1657
44335,A76476,1657,1657
44336,A76477,1646,1646
44337,A76478,1689,1689
44338,A76483,1650,1650
44339,A76488,1642,1642
44340,A76489,1692,1692
44341,A76490,1694,1694
44342,A76491,1694,1694
44343,A76492,1684,1684
44344,A76493,1690,1690
44345,A76495,1689,1689
44346,A76496,1644,1644
44347,A76497,1642,1642
44348,A76498,1660,1660
44349,A76502,1696,1696
44350,A76517,1700,1700
44351,A76531,1657,1657
44352,A76536,1641,1641
44353,A76542,1698,1698
44354,A76549,1646,1646
44355,A76572,1648,1648
44356,A76574,1661,1661
44357,A76607,1688,1688
44358,A76634,1700,1700
44359,A76635,1684,1684
44360,A76638,1648,1648
44361,A76640,1644,1644
44362,A76644,1662,1662
44363,A76651,1695,1695
44364,A76653,1693,1693
44365,A76675,1645,1645
44366,A76680,1648,1648
44367,A76681,1687,1687
44368,A76682,1700,1700
44369,A76683,1646,1646
44370,A76685,1660,1660
44371,A76690,1659,1659
44372,A76693,1660-1669,1669
44373,A76696,1653,1653
44374,A76698,1691,1691
44375,A76701,1653,1653
44376,A76702,1647,1647
44377,A76704,1655,1655
44378,A76705,1654,1654
44379,A76706,1647,1647
44380,A76707,1657,1657
44381,A76710,1651,1651
44382,A76711,1681,1681
44383,A76717,1658,1658
44384,A76728,1690,1690
44385,A76729,1660,1660
44386,A76734,1650,1650
44387,A76738,1648,1648
44388,A76740,1645,1645
44389,A76744,1646,1646
44390,A76746,1682,1682
44391,A76747,1642,1642
44392,A76748,1655,1655
44393,A76750,1656,1656
44394,A76753,1662,1662
44395,A76754,1655,1655
44396,A76755,1689,1689
44397,A76756,1653,1653
44398,A76758,1659,1659
44399,A76759,1658,1658
44400,A76760,1657,1657
44401,A76761,1664,1664
44402,A76763,1645,1645
44403,A76768,1641,1641
44404,A76769,1642,1642
44405,A76770,1641,1641
44406,A76774,1651,1651
44407,A76777,1650,1650
44408,A76778,1651,1651
44409,A76780,1652,1652
44410,A76783,1700,1700
44411,A76785,1684,1684
44412,A76788,1650,1650
44413,A76792,1660,1660
44414,A76793,1645,1645
44415,A76794,1665,1665
44416,A76796,1646,1646
44417,A76798,1659,1659
44418,A76799,1654,1654
44419,A76800,1644,1644
44420,A76801,1648,1648
44421,A76804,1647,1647
44422,A76805,1649,1649
44423,A76806,1654,1654
44424,A76807,1645,1645
44425,A76808,1641,1641
44426,A76812,1655,1655
44427,A76814,1665,1665
44428,A76815,1656,1656
44429,A76816,1644,1644
44430,A76819,1650,1650
44431,A76827,1643,1643
44432,A76829,1642,1642
44433,A76830,1684,1684
44434,A76832,1676,1676
44435,A76834,1657,1657
44436,A76839,1642,1642
44437,A76841,1693,1693
44438,A76849,1660,1660
44439,A76850,1695,1695
44440,A76851,1693,1693
44441,A76855,1675,1675
44442,A76856,1643,1643
44443,A76857,1659,1659
44444,A76858,1641,1641
44445,A76860,1647,1647
44446,A76861,1654,1654
44447,A76862,1647,1647
44448,A76863,1646,1646
44449,A76864,1649,1649
44450,A76865,1648,1648
44451,A76866,1650,1650
44452,A76867,1648,1648
44453,A76868,1659,1659
44454,A76869,1648,1648
44455,A76870,1652,1652
44456,A76871,1652,1652
44457,A76872,1649,1649
44458,A76873,1649,1649
44459,A76874,1651,1651
44460,A76875,1652,1652
44461,A76876,1649,1649
44462,A76877,1648,1648
44463,A76879,1648,1648
44464,A76880,1648,1648
44465,A76881,1643,1643
44466,A76882,1653,1653
44467,A76883,1647,1647
44468,A76884,1641,1641
44469,A76885,1641,1641
44470,A76886,1675,1675
44471,A76887,1678,1678
44472,A76888,1648,1648
44473,A76889,1675,1675
44474,A76890,1670,1670
44475,A76891,1648,1648
44476,A76892,1683,1683
44477,A76893,1647,1647
44478,A76894,1652,1652
44479,A76895,1648,1648
44480,A76896,1641,1641
44481,A76897,1689,1689
44482,A76898,1648,1648
44483,A76899,1652,1652
44484,A76900,1652,1652
44485,A76901,1676,1676
44486,A76902,1652,1652
44487,A76903,1651,1651
44488,A76904,1648,1648
44489,A76905,1648,1648
44490,A76908,1643,1643
44491,A76909,1641,1641
44492,A76910,1647,1647
44493,A76911,1647,1647
44494,A76912,1646,1646
44495,A76913,1668,1668
44496,A76914,1648,1648
44497,A76915,1646,1646
44498,A76916,1645,1645
44499,A76933,1643,1643
44500,A76938,1642,1642
44501,A76943,1647,1647
44502,A76946,1655,1655
44503,A76947,1648,1648
44504,A76951,1647,1647
44505,A76955,1652,1652
44506,A76959,1654,1654
44507,A76962,1641,1641
44508,A76964,1660,1660
44509,A76967,1653,1653
44510,A76971,1642,1642
44511,A76972,1642,1642
44512,A76975,1661,1661
44513,A76979,1675,1675
44514,A76981,1647,1647
44515,A76984,1642,1642
44516,A76988,1646,1646
44517,A76991,1645,1645
44518,A76995,1656,1656
44519,A76996,1655,1655
44520,A76997,1655,1655
44521,A77002,1648,1648
44522,A77004,1645,1645
44523,A77005,1645,1645
44524,A77007,1644,1644
44525,A77009,1643,1643
44526,A77010,1642,1642
44527,A77018,1699,1699
44528,A77021,1686,1686
44529,A77022,1674,1674
44530,A77024,1694,1694
44531,A77025,1693-1999,1999
44532,A77026,1700,1700
44533,A77030,1650,1650
44534,A77067,1649,1649
44535,A77072,1646,1646
44536,A77077,1698,1698
44537,A77078,1653,1653
44538,A77079,1652,1652
44539,A77080,1685,1685
44540,A77081,1649,1649
44541,A77082,1646,1646
44542,A77089,1644,1644
44543,A77090,1644,1644
44544,A77095,1644,1644
44545,A77099,1648,1648
44546,A77100,1652,1652
44547,A77101,1660,1660
44548,A77102,1656,1656
44549,A77106,1659,1659
44550,A77108,1685,1685
44551,A77110,1647,1647
44552,A77112,1647,1647
44553,A77114,1661,1661
44554,A77115,1669,1669
44555,A77116,1659,1659
44556,A77117,1649,1649
44557,A77118,1653,1653
44558,A77125,1667,1667
44559,A77126,1700,1700
44560,A77127,1656,1656
44561,A77129,1651,1651
44562,A77132,1646,1646
44563,A77136,1682,1682
44564,A77137,1659,1659
44565,A77139,1652,1652
44566,A77141,1683,1683
44567,A77145,1653,1653
44568,A77147,1681,1681
44569,A77155,1643,1643
44570,A77157,1659,1659
44571,A77158,1646,1646
44572,A77159,1653,1653
44573,A77160,1648,1648
44574,A77171,1694,1694
44575,A77174,1659,1659
44576,A77176,1688,1688
44577,A77178,1641,1641
44578,A77179,1688,1688
44579,A77186,1660,1660
44580,A77190,1641,1641
44581,A77194,1642,1642
44582,A77206,1694,1694
44583,A77209,1654,1654
44584,A77211,1660,1660
44585,A77213,1661,1661
44586,A77218,1660,1660
44587,A77219,1663,1663
44588,A77221,1651,1651
44589,A77223,1649,1649
44590,A77224,1653,1653
44591,A77226,1649,1649
44592,A77227,1656,1656
44593,A77228,1650,1650
44594,A77231,1650,1650
44595,A77236,1660,1660
44596,A77237,1650,1650
44597,A77238,1662,1662
44598,A77240,1667,1667
44599,A77243,1659,1659
44600,A77245,1655,1655
44601,A77250,1674,1674
44602,A77252,1647,1647
44603,A77253,1647,1647
44604,A77254,1660,1660
44605,A77255,1645,1645
44606,A77256,1644,1644
44607,A77257,1645,1645
44608,A77259,1644,1644
44609,A77265,1655,1655
44610,A77266,1659,1659
44611,A77268,1660,1660
44612,A77270,1642,1642
44613,A77271,1641,1641
44614,A77272,1699,1699
44615,A77274,1696-1697,1697
44616,A77275,1698,1698
44617,A77277,1697,1697
44618,A77278,1659,1659
44619,A77279,1649,1649
44620,A77280,1649,1649
44621,A77281,1647,1647
44622,A77282,1659,1659
44623,A77284,1649,1649
44624,A77287,1649,1649
44625,A77288,1641,1641
44626,A77289,1654,1654
44627,A77290,1649,1649
44628,A77291,1654,1654
44629,A77292,1649,1649
44630,A77293,1648,1648
44631,A77294,1653,1653
44632,A77295,1648,1648
44633,A77296,1654,1654
44634,A77297,1648,1648
44635,A77298,1684,1684
44636,A77299,1671,1671
44637,A77300,1685,1685
44638,A77304,1660,1660
44639,A77305,1675,1675
44640,A77309,1694,1694
44641,A77313,1664,1664
44642,A77322,1644,1644
44643,A77325,1645,1645
44644,A77331,1660,1660
44645,A77332,1683,1683
44646,A77333,1643,1643
44647,A77334,1650,1650
44648,A77337,1660,1660
44649,A77338,1660,1660
44650,A77340,1689,1689
44651,A77341,1644,1644
44652,A77343,1655,1655
44653,A77344,1648,1648
44654,A77347,1674,1674
44655,A77348,1665,1665
44656,A77351,1647,1647
44657,A77352,1698,1698
44658,A77355,1649,1649
44659,A77357,1649,1649
44660,A77358,1649,1649
44661,A77360,1667,1667
44662,A77362,1648,1648
44663,A77363,1648,1648
44664,A77366,1643,1643
44665,A77374,1643,1643
44666,A77378,1644,1644
